Id,Category
961,3
962,3
963,0
964,3
965,4
966,2
967,3
968,3
969,1
970,1
971,3
972,3
973,1
974,4
975,2
976,0
977,3
978,0
979,1
980,2
981,1
982,1
983,1
984,3
985,3
986,3
987,1
988,4
989,4
990,0
991,0
992,1
993,1
994,2
995,4
996,0
997,1
998,4
999,4
1000,0
1001,2
1002,4
1003,1
1004,3
1005,2
1006,1
1007,3
1008,2
1009,0
1010,4
1011,1
1012,4
1013,1
1014,4
1015,2
1016,4
1017,4
1018,4
1019,0
1020,2
1021,2
1022,4
1023,1
1024,4
1025,3
1026,2
1027,3
1028,1
1029,0
1030,4
1031,3
1032,4
1033,4
1034,4
1035,1
1036,2
1037,2
1038,0
1039,4
1040,2
1041,1
1042,3
1043,1
1044,0
1045,4
1046,2
1047,3
1048,4
1049,0
1050,2
1051,0
1052,4
1053,0
1054,0
1055,3
1056,3
1057,2
1058,3
1059,3
1060,2
1061,3
1062,1
1063,3
1064,2
1065,2
1066,2
1067,0
1068,2
1069,1
1070,2
1071,4
1072,4
1073,4
1074,0
1075,1
1076,4
1077,2
1078,4
1079,2
1080,3
1081,3
1082,4
1083,0
1084,0
1085,2
1086,4
1087,2
1088,3
1089,1
1090,1
1091,4
1092,3
1093,0
1094,0
1095,0
1096,1
1097,1
1098,2
1099,3
1100,3
1101,4
1102,1
1103,0
1104,1
1105,1
1106,0
1107,1
1108,2
1109,1
1110,1
1111,1
1112,0
1113,3
1114,4
1115,0
1116,1
1117,3
1118,2
1119,1
1120,3
1121,3
1122,1
1123,2
1124,4
1125,1
1126,3
1127,2
1128,2
1129,4
1130,4
1131,2
1132,4
1133,0
1134,1
1135,3
1136,3
1137,4
1138,1
1139,1
1140,4
1141,4
1142,1
1143,1
1144,0
1145,0
1146,0
1147,3
1148,4
1149,1
1150,0
1151,3
1152,3
1153,0
1154,0
1155,0
1156,2
1157,3
1158,4
1159,2
1160,0
1161,4
1162,1
1163,3
1164,3
1165,3
1166,1
1167,4
1168,3
1169,3
1170,3
1171,0
1172,4
1173,1
1174,3
1175,0
1176,1
1177,2
1178,1
1179,4
1180,3
1181,3
1182,0
1183,2
1184,2
1185,1
1186,3
1187,3
1188,2
1189,2
1190,4
1191,4
1192,0
1193,0
1194,0
1195,4
1196,0
1197,1
1198,1
1199,0
1200,1
1201,3
1202,1
1203,0
1204,4
1205,0
1206,2
1207,4
1208,2
1209,0
1210,4
1211,4
1212,0
1213,3
1214,3
1215,0
1216,0
1217,2
1218,3
1219,3
1220,2
1221,1
1222,2
1223,0
1224,1
1225,0
1226,2
1227,1
1228,2
1229,4
1230,1
1231,0
1232,1
1233,0
1234,4
1235,4
1236,0
1237,3
1238,3
1239,4
1240,3
1241,2
1242,4
1243,4
1244,2
1245,2
1246,1
1247,4
1248,0
1249,4
1250,1
1251,1
1252,3
1253,2
1254,1
1255,0
1256,0
1257,3
1258,1
1259,3
1260,2
1261,1
1262,0
1263,2
1264,3
1265,3
1266,0
1267,3
1268,2
1269,4
1270,2
1271,0
1272,0
1273,2
1274,0
1275,0
1276,1
1277,4
1278,4
1279,0
1280,1
1281,0
1282,2
1283,3
1284,1
1285,3
1286,2
1287,0
1288,2
1289,4
1290,0
1291,3
1292,4
1293,0
1294,0
1295,4
1296,0
1297,4
1298,1
1299,0
1300,0
1301,1
1302,3
1303,0
1304,1
1305,3
1306,3
1307,4
1308,3
1309,1
1310,1
1311,3
1312,1
1313,1
1314,1
1315,4
1316,4
1317,1
1318,1
1319,1
1320,1
1321,2
1322,0
1323,0
1324,0
1325,1
1326,4
1327,3
1328,1
1329,2
1330,3
1331,2
1332,0
1333,3
1334,4
1335,0
1336,0
1337,4
1338,2
1339,0
1340,0
1341,0
1342,0
1343,2
1344,3
1345,4
1346,0
1347,2
1348,1
1349,0
1350,2
1351,0
1352,3
1353,4
1354,1
1355,1
1356,3
1357,1
1358,0
1359,3
1360,0
1361,0
1362,1
1363,3
1364,4
1365,0
1366,1
1367,4
1368,3
1369,3
1370,1
1371,0
1372,1
1373,3
1374,4
1375,1
1376,1
1377,1
1378,0
1379,2
1380,2
1381,3
1382,0
1383,1
1384,2
1385,0
1386,1
1387,4
1388,2
1389,1
1390,0
1391,2
1392,2
1393,3
1394,2
1395,2
1396,3
1397,3
1398,1
1399,0
1400,4
1401,3
1402,2
1403,1
1404,4
1405,0
1406,0
1407,2
1408,3
1409,2
1410,2
1411,2
1412,2
1413,2
1414,0
1415,2
1416,3
1417,4
1418,3
1419,3
1420,1
1421,2
1422,1
1423,2
1424,3
1425,2
1426,1
1427,4
1428,0
1429,3
1430,4
1431,4
1432,1
1433,1
1434,3
1435,1
1436,0
1437,0
1438,2
1439,4
1440,2
1441,1
1442,4
1443,4
1444,4
1445,3
1446,2
1447,3
1448,1
1449,3
1450,4
1451,3
1452,3
1453,3
1454,3
1455,1
1456,4
1457,3
1458,1
1459,3
1460,1
1461,0
1462,1
1463,3
1464,1
1465,2
1466,2
1467,0
1468,1
1469,2
1470,1
1471,3
1472,0
1473,3
1474,2
1475,1
1476,1
1477,1
1478,3
1479,0
1480,2
1481,3
1482,0
1483,1
1484,2
1485,2
1486,3
1487,3
1488,3
1489,3
1490,0
1491,4
1492,3
1493,1
1494,1
1495,2
1496,2
1497,4
1498,0
1499,3
1500,2
1501,3
1502,4
1503,3
1504,2
1505,0
1506,2
1507,2
1508,2
1509,3
1510,1
1511,4
1512,1
1513,2
1514,2
1515,3
1516,4
1517,3
1518,0
1519,0
1520,3
1521,4
1522,3
1523,1
1524,1
1525,3
1526,4
1527,4
1528,3
1529,1
1530,4
1531,0
1532,0
1533,0
1534,0
1535,1
1536,2
1537,2
1538,1
1539,1
1540,1
1541,4
1542,0
1543,4
1544,4
1545,0
1546,1
1547,4
1548,0
1549,2
1550,4
1551,2
1552,1
1553,1
1554,4
1555,4
1556,3
1557,3
1558,4
1559,1
1560,1
1561,4
1562,0
1563,4
1564,2
1565,2
1566,3
1567,0
1568,0
1569,1
1570,4
1571,1
1572,2
1573,3
1574,1
1575,0
1576,2
1577,3
1578,3
1579,2
1580,1
1581,4
1582,0
1583,4
1584,0
1585,4
1586,3
1587,1
1588,1
1589,0
1590,3
1591,2
1592,4
1593,0
1594,1
1595,0
1596,1
1597,1
1598,2
1599,1
1600,1
1601,0
1602,0
1603,0
1604,4
1605,1
1606,0
1607,1
1608,4
1609,2
1610,2
1611,4
1612,2
1613,3
1614,2
1615,4
1616,3
1617,4
1618,4
1619,2
1620,1
1621,2
1622,0
1623,4
1624,3
1625,2
1626,2
1627,0
1628,3
1629,2
1630,3
1631,0
1632,2
1633,2
1634,1
1635,3
1636,4
1637,1
1638,2
1639,3
1640,0
1641,4
1642,0
1643,2
1644,0
1645,0
1646,3
1647,2
1648,2
1649,4
1650,1
1651,0
1652,2
1653,3
1654,4
1655,3
1656,3
1657,4
1658,4
1659,0
1660,2
1661,4
1662,3
1663,3
1664,2
1665,1
1666,1
1667,3
1668,1
1669,0
1670,1
1671,0
1672,0
1673,3
1674,1
1675,3
1676,0
1677,0
1678,0
1679,3
1680,4
1681,3
1682,3
1683,3
1684,1
1685,4
1686,4
1687,1
1688,0
1689,4
1690,4
1691,0
1692,2
1693,0
1694,4
1695,4
1696,3
1697,2
1698,3
1699,3
1700,1
1701,1
1702,4
1703,2
1704,0
1705,3
1706,0
1707,4
1708,0
1709,4
1710,2
1711,3
1712,1
1713,3
1714,0
1715,2
1716,1
1717,2
1718,0
1719,1
1720,1
1721,3
1722,1
1723,3
1724,4
1725,1
1726,2
1727,0
1728,1
1729,1
1730,3
1731,3
1732,0
1733,4
1734,3
1735,4
1736,1
1737,0
1738,4
1739,2
1740,4
1741,3
1742,3
1743,1
1744,0
1745,2
1746,4
1747,4
1748,2
1749,0
1750,4
1751,1
1752,1
1753,3
1754,2
1755,1
1756,1
1757,0
1758,2
1759,2
1760,2
1761,4
1762,1
1763,2
1764,4
1765,1
1766,2
1767,0
1768,2
1769,2
1770,1
1771,0
1772,1
1773,3
1774,3
1775,3
1776,1
1777,1
1778,0
1779,0
1780,0
1781,2
1782,0
1783,0
1784,0
1785,4
1786,4
1787,2
1788,0
1789,0
1790,1
1791,3
1792,2
1793,3
1794,0
1795,3
1796,3
1797,0
1798,3
1799,3
1800,1
1801,0
1802,4
1803,2
1804,4
1805,0
1806,2
1807,2
1808,0
1809,1
1810,3
1811,1
1812,4
1813,0
1814,4
1815,0
1816,3
1817,0
1818,2
1819,1
1820,4
1821,3
1822,2
1823,3
1824,1
1825,3
1826,1
1827,2
1828,4
1829,0
1830,3
1831,2
1832,1
1833,2
1834,1
1835,4
1836,0
1837,3
1838,2
1839,0
1840,1
1841,0
1842,1
1843,4
1844,0
1845,3
1846,1
1847,3
1848,4
1849,2
1850,2
1851,2
1852,2
1853,4
1854,4
1855,4
1856,4
1857,1
1858,2
1859,0
1860,0
1861,0
1862,1
1863,0
1864,3
1865,2
1866,1
1867,4
1868,4
1869,2
1870,0
1871,2
1872,2
1873,3
1874,1
1875,4
1876,3
1877,3
1878,0
1879,3
1880,2
1881,1
1882,0
1883,0
1884,4
1885,3
1886,0
1887,3
1888,2
1889,3
1890,2
1891,2
1892,4
1893,4
1894,2
1895,2
1896,3
1897,2
1898,0
1899,0
1900,2
1901,0
1902,0
1903,1
1904,3
1905,4
1906,2
1907,4
1908,1
1909,4
1910,0
1911,1
1912,1
1913,0
1914,2
1915,1
1916,2
1917,2
1918,0
1919,1
1920,4
1921,3
1922,1
1923,1
1924,1
1925,4
1926,4
1927,0
1928,0
1929,1
1930,1
1931,4
1932,0
1933,3
1934,2
1935,0
1936,4
1937,3
1938,3
1939,2
1940,1
1941,3
1942,1
1943,2
1944,2
1945,1
1946,4
1947,4
1948,0
1949,2
1950,1
1951,4
1952,3
1953,0
1954,2
1955,1
1956,3
1957,3
1958,1
1959,1
1960,4
1961,3
1962,2
1963,4
1964,0
1965,0
1966,3
1967,2
1968,0
1969,2
1970,1
1971,4
1972,2
1973,1
1974,2
1975,0
1976,1
1977,2
1978,2
1979,3
1980,0
1981,0
1982,0
1983,4
1984,1
1985,1
1986,2
1987,0
1988,4
1989,1
1990,4
1991,4
1992,4
1993,4
1994,2
1995,4
1996,2
1997,0
1998,1
1999,1
2000,3
2001,4
2002,0
2003,4
2004,1
2005,4
2006,1
2007,1
2008,1
2009,4
2010,2
2011,1
2012,1
2013,4
2014,0
2015,2
2016,0
2017,0
2018,1
2019,3
2020,3
2021,4
2022,4
2023,1
2024,0
2025,0
2026,4
2027,4
2028,4
2029,4
2030,0
2031,0
2032,3
2033,3
2034,3
2035,2
2036,2
2037,1
2038,4
2039,4
2040,3
2041,2
2042,1
2043,4
2044,3
2045,4
2046,3
2047,0
2048,0
2049,0
2050,2
2051,4
2052,2
2053,4
2054,3
2055,0
2056,1
2057,1
2058,3
2059,3
2060,2
2061,0
2062,1
2063,1
2064,3
2065,1
2066,0
2067,0
2068,0
2069,2
2070,1
2071,0
2072,0
2073,0
2074,2
2075,0
2076,3
2077,1
2078,3
2079,1
2080,1
2081,2
2082,2
2083,0
2084,1
2085,2
2086,2
2087,3
2088,3
2089,4
2090,2
2091,4
2092,3
2093,3
2094,3
2095,0
2096,4
2097,2
2098,2
2099,0
2100,2
2101,1
2102,2
2103,2
2104,3
2105,3
2106,4
2107,1
2108,4
2109,0
2110,4
2111,1
2112,4
2113,2
2114,4
2115,3
2116,3
2117,2
2118,4
2119,3
2120,2
2121,2
2122,4
2123,3
2124,3
2125,2
2126,1
2127,2
2128,3
2129,1
2130,2
2131,4
2132,0
2133,1
2134,1
2135,0
2136,4
2137,3
2138,0
2139,4
2140,0
2141,2
2142,1
2143,4
2144,3
2145,0
2146,2
2147,3
2148,0
2149,2
2150,0
2151,0
2152,4
2153,3
2154,2
2155,2
2156,0
2157,3
2158,4
2159,1
2160,0
2161,4
2162,3
2163,0
2164,0
2165,1
2166,1
2167,2
2168,0
2169,3
2170,4
2171,2
2172,0
2173,0
2174,2
2175,2
2176,4
2177,3
2178,2
2179,0
2180,4
2181,3
2182,2
2183,2
2184,2
2185,1
2186,0
2187,1
2188,3
2189,4
2190,0
2191,3
2192,4
2193,0
2194,0
2195,4
2196,4
2197,4
2198,2
2199,0
2200,2
2201,0
2202,2
2203,1
2204,4
2205,1
2206,4
2207,2
2208,4
2209,1
2210,4
2211,0
2212,1
2213,1
2214,1
2215,1
2216,0
2217,4
2218,3
2219,3
2220,4
2221,2
2222,1
2223,2
2224,2
2225,3
2226,4
2227,1
2228,1
2229,0
2230,2
2231,2
2232,4
2233,2
2234,3
2235,2
2236,2
2237,4
2238,4
2239,2
2240,0
2241,0
2242,1
2243,2
2244,1
2245,1
2246,4
2247,4
2248,0
2249,0
2250,2
2251,1
2252,3
2253,1
2254,4
2255,1
2256,1
2257,3
2258,4
2259,2
2260,2
2261,4
2262,2
2263,1
2264,0
2265,4
2266,2
2267,3
2268,1
2269,4
2270,1
2271,3
2272,0
2273,1
2274,1
2275,1
2276,1
2277,0
2278,1
2279,4
2280,3
2281,0
2282,0
2283,3
2284,4
2285,2
2286,0
2287,2
2288,4
2289,4
2290,3
2291,2
2292,2
2293,4
2294,4
2295,4
2296,1
2297,2
2298,0
2299,0
2300,2
2301,0
2302,3
2303,4
2304,4
2305,4
2306,1
2307,0
2308,3
2309,3
2310,3
2311,4
2312,1
2313,0
2314,3
2315,3
2316,2
2317,2
2318,4
2319,2
2320,4
2321,0
2322,3
2323,0
2324,2
2325,4
2326,3
2327,4
2328,2
2329,0
2330,2
2331,1
2332,2
2333,1
2334,0
2335,3
2336,2
2337,3
2338,0
2339,3
2340,1
2341,1
2342,3
2343,0
2344,3
2345,2
2346,2
2347,0
2348,2
2349,0
2350,0
2351,2
2352,2
2353,3
2354,1
2355,4
2356,0
2357,4
2358,2
2359,0
2360,3
2361,2
2362,4
2363,2
2364,0
2365,0
2366,4
2367,0
2368,2
2369,0
2370,2
2371,3
2372,0
2373,3
2374,3
2375,3
2376,3
2377,1
2378,1
2379,2
2380,2
2381,3
2382,1
2383,1
2384,4
2385,3
2386,4
2387,0
2388,0
2389,2
2390,1
2391,4
2392,3
2393,4
2394,1
2395,4
2396,3
2397,2
2398,4
2399,3
2400,1
2401,2
2402,4
2403,3
2404,0
2405,1
2406,4
2407,1
2408,1
2409,1
2410,0
2411,0
2412,1
2413,2
2414,4
2415,1
2416,1
2417,2
2418,4
2419,2
2420,0
2421,2
2422,4
2423,3
2424,4
2425,3
2426,2
2427,1
2428,2
2429,1
2430,4
2431,1
2432,0
2433,3
2434,3
2435,2
2436,1
2437,3
2438,2
2439,2
2440,4
2441,1
2442,0
2443,2
2444,1
2445,1
2446,3
2447,1
2448,1
2449,3
2450,0
2451,2
2452,2
2453,4
2454,0
2455,2
2456,3
2457,0
2458,2
2459,4
2460,1
2461,4
2462,0
2463,0
2464,0
2465,4
2466,0
2467,1
2468,4
2469,4
2470,0
2471,0
2472,3
2473,3
2474,3
2475,1
2476,4
2477,2
2478,2
2479,0
2480,3
2481,4
2482,2
2483,0
2484,3
2485,0
2486,1
2487,3
2488,0
2489,0
2490,0
2491,3
2492,2
2493,2
2494,2
2495,4
2496,0
2497,1
2498,2
2499,0
2500,0
2501,1
2502,0
2503,2
2504,2
2505,3
2506,0
2507,2
2508,0
2509,2
2510,3
2511,2
2512,4
2513,1
2514,4
2515,1
2516,4
2517,0
2518,3
2519,1
2520,1
2521,0
2522,0
2523,0
2524,2
2525,0
2526,4
2527,0
2528,3
2529,2
2530,0
2531,1
2532,2
2533,4
2534,3
2535,2
2536,4
2537,2
2538,0
2539,4
2540,1
2541,4
2542,3
2543,3
2544,3
2545,3
2546,3
2547,2
2548,4
2549,2
2550,3
2551,2
2552,2
2553,1
2554,3
2555,1
2556,4
2557,1
2558,4
2559,1
2560,1
2561,1
2562,1
2563,4
2564,1
2565,3
2566,2
2567,2
2568,4
2569,4
2570,0
2571,0
2572,4
2573,2
2574,2
2575,2
2576,0
2577,2
2578,1
2579,4
2580,4
2581,4
2582,4
2583,4
2584,0
2585,3
2586,0
2587,1
2588,1
2589,2
2590,4
2591,4
2592,1
2593,3
2594,1
2595,3
2596,2
2597,4
2598,1
2599,3
2600,0
2601,2
2602,2
2603,3
2604,4
2605,3
2606,0
2607,2
2608,4
2609,0
2610,1
2611,3
2612,1
2613,0
2614,0
2615,4
2616,0
2617,0
2618,3
2619,1
2620,3
2621,2
2622,4
2623,4
2624,3
2625,4
2626,2
2627,1
2628,3
2629,3
2630,3
2631,4
2632,2
2633,4
2634,0
2635,0
2636,0
2637,2
2638,2
2639,2
2640,0
2641,2
2642,1
2643,3
2644,2
2645,1
2646,0
2647,2
2648,3
2649,2
2650,4
2651,3
2652,3
2653,0
2654,4
2655,1
2656,4
2657,0
2658,3
2659,0
2660,4
2661,0
2662,2
2663,0
2664,2
2665,4
2666,4
2667,2
2668,3
2669,4
2670,3
2671,1
2672,3
2673,3
2674,2
2675,4
2676,0
2677,4
2678,3
2679,4
2680,0
2681,1
2682,2
2683,0
2684,3
2685,0
2686,1
2687,1
2688,1
2689,3
2690,3
2691,4
2692,3
2693,3
2694,3
2695,4
2696,2
2697,3
2698,1
2699,3
2700,3
2701,4
2702,4
2703,4
2704,4
2705,4
2706,0
2707,3
2708,3
2709,2
2710,0
2711,2
2712,0
2713,4
2714,3
2715,1
2716,1
2717,3
2718,3
2719,3
2720,3
2721,2
2722,0
2723,2
2724,0
2725,2
2726,0
2727,3
2728,2
2729,2
2730,3
2731,4
2732,0
2733,0
2734,1
2735,0
2736,0
2737,0
2738,0
2739,3
2740,3
2741,0
2742,4
2743,2
2744,2
2745,2
2746,2
2747,4
2748,1
2749,4
2750,2
2751,4
2752,3
2753,2
2754,4
2755,0
2756,2
2757,1
2758,4
2759,1
2760,1
2761,1
2762,0
2763,3
2764,2
2765,0
2766,2
2767,0
2768,3
2769,0
2770,1
2771,0
2772,0
2773,0
2774,3
2775,4
2776,2
2777,3
2778,2
2779,1
2780,4
2781,1
2782,1
2783,0
2784,4
2785,2
2786,3
2787,2
2788,4
2789,0
2790,2
2791,4
2792,1
2793,4
2794,1
2795,2
2796,4
2797,1
2798,0
2799,0
2800,0
2801,2
2802,0
2803,3
2804,3
2805,2
2806,3
2807,1
2808,4
2809,3
2810,3
2811,0
2812,3
2813,1
2814,3
2815,1
2816,0
2817,4
2818,2
2819,1
2820,4
2821,2
2822,0
2823,3
2824,1
2825,0
2826,2
2827,0
2828,1
2829,0
2830,3
2831,2
2832,1
2833,4
2834,0
2835,2
2836,2
2837,2
2838,4
2839,2
2840,0
2841,0
2842,0
2843,3
2844,4
2845,3
2846,3
2847,1
2848,4
2849,3
2850,0
2851,4
2852,1
2853,0
2854,4
2855,4
2856,4
2857,0
2858,4
2859,1
2860,1
2861,0
2862,3
2863,1
2864,0
2865,3
2866,1
2867,4
2868,0
2869,3
2870,3
2871,0
2872,1
2873,4
2874,0
2875,0
2876,4
2877,0
2878,1
2879,2
2880,2
2881,4
2882,4
2883,1
2884,0
2885,1
2886,3
2887,4
2888,3
2889,2
2890,4
2891,0
2892,1
2893,2
2894,2
2895,1
2896,3
2897,0
2898,1
2899,1
2900,2
2901,4
2902,2
2903,2
2904,3
2905,2
2906,4
2907,4
2908,1
2909,4
2910,2
2911,2
2912,3
2913,1
2914,0
2915,1
2916,4
2917,1
2918,1
2919,1
2920,1
2921,1
2922,0
2923,2
2924,1
2925,0
2926,0
2927,4
2928,4
2929,3
2930,3
2931,3
2932,3
2933,1
2934,1
2935,1
2936,1
2937,1
2938,0
2939,3
2940,0
2941,2
2942,4
2943,2
2944,1
2945,3
2946,4
2947,2
2948,2
2949,0
2950,1
2951,0
2952,4
2953,3
2954,2
2955,3
2956,3
2957,3
2958,1
2959,2
2960,0
2961,3
2962,0
2963,4
2964,2
2965,4
2966,2
2967,0
2968,0
2969,2
2970,2
2971,1
2972,3
2973,0
2974,1
2975,0
2976,3
2977,0
2978,2
2979,1
2980,0
2981,0
2982,1
2983,2
2984,2
2985,4
2986,0
2987,1
2988,1
2989,0
2990,1
2991,4
2992,2
2993,4
2994,4
2995,3
2996,3
